sample_index,predicted_emotion,true_emotion,predicted_id,true_id,correct
926,angry,angry,0,0,True
927,sad,sad,6,6,True
928,sad,sad,6,6,True
929,neutral,neutral,5,5,True
930,disgust,disgust,2,2,True
931,happy,fearful,4,3,False
932,disgust,disgust,2,2,True
933,surprised,surprised,7,7,True
934,angry,angry,0,0,True
935,fearful,fearful,3,3,True
936,disgust,disgust,2,2,True
937,sad,sad,6,6,True
938,sad,sad,6,6,True
939,surprised,surprised,7,7,True
940,disgust,disgust,2,2,True
941,happy,disgust,4,2,False
942,angry,angry,0,0,True
943,sad,sad,6,6,True
944,happy,happy,4,4,True
945,angry,neutral,0,5,False
946,sad,sad,6,6,True
947,angry,angry,0,0,True
948,angry,angry,0,0,True
949,disgust,happy,2,4,False
950,happy,happy,4,4,True
951,sad,sad,6,6,True
952,neutral,neutral,5,5,True
953,disgust,disgust,2,2,True
954,disgust,disgust,2,2,True
955,sad,fearful,6,3,False
956,disgust,neutral,2,5,False
957,angry,angry,0,0,True
958,fearful,fearful,3,3,True
959,surprised,surprised,7,7,True
960,sad,sad,6,6,True
961,angry,angry,0,0,True
962,angry,angry,0,0,True
963,neutral,neutral,5,5,True
964,neutral,sad,5,6,False
965,neutral,neutral,5,5,True
966,sad,sad,6,6,True
967,fearful,happy,3,4,False
968,fearful,fearful,3,3,True
969,disgust,sad,2,6,False
970,neutral,neutral,5,5,True
971,disgust,disgust,2,2,True
972,happy,happy,4,4,True
973,disgust,fearful,2,3,False
974,neutral,neutral,5,5,True
975,sad,fearful,6,3,False
976,fearful,fearful,3,3,True
977,angry,angry,0,0,True
978,disgust,disgust,2,2,True
979,disgust,disgust,2,2,True
980,happy,fearful,4,3,False
981,sad,fearful,6,3,False
982,fearful,fearful,3,3,True
983,happy,happy,4,4,True
984,neutral,neutral,5,5,True
985,sad,fearful,6,3,False
986,angry,angry,0,0,True
987,fearful,fearful,3,3,True
988,fearful,fearful,3,3,True
989,neutral,neutral,5,5,True
990,sad,sad,6,6,True
991,disgust,disgust,2,2,True
992,angry,happy,0,4,False
993,sad,sad,6,6,True
994,sad,sad,6,6,True
995,angry,angry,0,0,True
996,happy,neutral,4,5,False
997,sad,sad,6,6,True
998,neutral,neutral,5,5,True
999,angry,angry,0,0,True
1000,sad,sad,6,6,True
1001,surprised,surprised,7,7,True
1002,disgust,disgust,2,2,True
1003,neutral,neutral,5,5,True
1004,fearful,fearful,3,3,True
1005,happy,happy,4,4,True
1006,fearful,fearful,3,3,True
1007,surprised,surprised,7,7,True
1008,angry,angry,0,0,True
1009,angry,angry,0,0,True
1010,fearful,fearful,3,3,True
1011,sad,sad,6,6,True
1012,happy,happy,4,4,True
1013,sad,fearful,6,3,False
1014,calm,neutral,1,5,False
1015,sad,fearful,6,3,False
1016,happy,happy,4,4,True
1017,neutral,neutral,5,5,True
1018,sad,sad,6,6,True
1019,angry,angry,0,0,True
1020,fearful,angry,3,0,False
1021,surprised,surprised,7,7,True
1022,disgust,sad,2,6,False
1023,fearful,fearful,3,3,True
1024,angry,angry,0,0,True
1025,happy,happy,4,4,True
1026,fearful,fearful,3,3,True
1027,disgust,neutral,2,5,False
1028,neutral,neutral,5,5,True
1029,calm,calm,1,1,True
1030,disgust,disgust,2,2,True
1031,neutral,neutral,5,5,True
1032,happy,happy,4,4,True
1033,neutral,neutral,5,5,True
1034,calm,calm,1,1,True
1035,neutral,neutral,5,5,True
1036,angry,angry,0,0,True
1037,happy,happy,4,4,True
1038,neutral,neutral,5,5,True
1039,disgust,disgust,2,2,True
1040,calm,calm,1,1,True
1041,happy,angry,4,0,False
1042,angry,fearful,0,3,False
1043,happy,happy,4,4,True
1044,calm,calm,1,1,True
1045,sad,fearful,6,3,False
1046,happy,happy,4,4,True
1047,disgust,disgust,2,2,True
1048,disgust,disgust,2,2,True
1049,neutral,calm,5,1,False
1050,surprised,surprised,7,7,True
1051,disgust,disgust,2,2,True
1052,neutral,neutral,5,5,True
1053,fearful,fearful,3,3,True
1054,disgust,sad,2,6,False
1055,happy,happy,4,4,True
1056,neutral,neutral,5,5,True
1057,sad,sad,6,6,True
1058,angry,angry,0,0,True
1059,calm,calm,1,1,True
1060,angry,angry,0,0,True
1061,happy,happy,4,4,True
1062,sad,neutral,6,5,False
1063,angry,angry,0,0,True
1064,sad,fearful,6,3,False
1065,disgust,disgust,2,2,True
1066,neutral,happy,5,4,False
1067,neutral,neutral,5,5,True
1068,surprised,surprised,7,7,True
1069,fearful,sad,3,6,False
1070,disgust,disgust,2,2,True
1071,happy,fearful,4,3,False
1072,neutral,neutral,5,5,True
1073,angry,angry,0,0,True
1074,angry,angry,0,0,True
1075,sad,fearful,6,3,False
1076,sad,sad,6,6,True
1077,disgust,sad,2,6,False
1078,sad,sad,6,6,True
1079,sad,sad,6,6,True
1080,fearful,happy,3,4,False
1081,angry,disgust,0,2,False
1082,fearful,fearful,3,3,True
1083,sad,fearful,6,3,False
1084,angry,angry,0,0,True
1085,happy,neutral,4,5,False
1086,angry,angry,0,0,True
1087,happy,happy,4,4,True
1088,sad,sad,6,6,True
1089,disgust,happy,2,4,False
1090,fearful,fearful,3,3,True
1091,happy,happy,4,4,True
1092,neutral,neutral,5,5,True
1093,sad,sad,6,6,True
1094,happy,happy,4,4,True
1095,disgust,disgust,2,2,True
1096,sad,sad,6,6,True
1097,angry,angry,0,0,True
1098,disgust,disgust,2,2,True
1099,neutral,neutral,5,5,True
1100,angry,angry,0,0,True
1101,disgust,disgust,2,2,True
1102,happy,happy,4,4,True
1103,angry,angry,0,0,True
1104,happy,happy,4,4,True
1105,neutral,neutral,5,5,True
1106,happy,happy,4,4,True
1107,happy,happy,4,4,True
1108,angry,angry,0,0,True
1109,fearful,fearful,3,3,True
1110,neutral,neutral,5,5,True
1111,disgust,disgust,2,2,True
1112,happy,happy,4,4,True
1113,fearful,fearful,3,3,True
1114,happy,happy,4,4,True
1115,fearful,fearful,3,3,True
1116,angry,angry,0,0,True
1117,surprised,surprised,7,7,True
1118,angry,angry,0,0,True
1119,angry,angry,0,0,True
1120,surprised,surprised,7,7,True
1121,sad,sad,6,6,True
1122,disgust,neutral,2,5,False
1123,sad,sad,6,6,True
1124,surprised,surprised,7,7,True
1125,fearful,fearful,3,3,True
1126,angry,angry,0,0,True
1127,fearful,fearful,3,3,True
1128,fearful,fearful,3,3,True
1129,angry,angry,0,0,True
1130,angry,angry,0,0,True
1131,fearful,fearful,3,3,True
1132,angry,angry,0,0,True
1133,neutral,neutral,5,5,True
1134,angry,angry,0,0,True
1135,angry,angry,0,0,True
1136,surprised,surprised,7,7,True
1137,sad,sad,6,6,True
1138,disgust,disgust,2,2,True
1139,angry,angry,0,0,True
1140,happy,happy,4,4,True
1141,disgust,disgust,2,2,True
1142,sad,sad,6,6,True
1143,disgust,disgust,2,2,True
1144,sad,sad,6,6,True
1145,happy,happy,4,4,True
1146,fearful,fearful,3,3,True
1147,angry,angry,0,0,True
1148,disgust,disgust,2,2,True
1149,surprised,fearful,7,3,False
1150,neutral,neutral,5,5,True
1151,angry,disgust,0,2,False
1152,neutral,neutral,5,5,True
1153,disgust,happy,2,4,False
1154,disgust,sad,2,6,False
1155,sad,sad,6,6,True
1156,angry,angry,0,0,True
1157,sad,sad,6,6,True
1158,happy,happy,4,4,True
1159,sad,disgust,6,2,False
1160,disgust,happy,2,4,False
1161,happy,happy,4,4,True
1162,fearful,fearful,3,3,True
1163,disgust,disgust,2,2,True
1164,sad,sad,6,6,True
1165,angry,angry,0,0,True
1166,sad,sad,6,6,True
1167,angry,angry,0,0,True
1168,happy,happy,4,4,True
1169,fearful,fearful,3,3,True
1170,sad,fearful,6,3,False
1171,happy,neutral,4,5,False
1172,neutral,neutral,5,5,True
1173,surprised,surprised,7,7,True
1174,disgust,sad,2,6,False
1175,sad,sad,6,6,True
1176,sad,sad,6,6,True
1177,sad,sad,6,6,True
1178,fearful,happy,3,4,False
1179,angry,happy,0,4,False
1180,happy,neutral,4,5,False
1181,sad,sad,6,6,True
1182,disgust,disgust,2,2,True
1183,sad,sad,6,6,True
1184,angry,angry,0,0,True
1185,fearful,fearful,3,3,True
1186,neutral,happy,5,4,False
1187,disgust,disgust,2,2,True
1188,neutral,neutral,5,5,True
1189,disgust,disgust,2,2,True
1190,fearful,fearful,3,3,True
1191,angry,angry,0,0,True
1192,disgust,angry,2,0,False
1193,fearful,fearful,3,3,True
1194,angry,angry,0,0,True
1195,angry,happy,0,4,False
1196,disgust,disgust,2,2,True
1197,sad,sad,6,6,True
1198,sad,sad,6,6,True
1199,disgust,disgust,2,2,True
1200,sad,sad,6,6,True
1201,neutral,neutral,5,5,True
1202,angry,angry,0,0,True
1203,neutral,disgust,5,2,False
1204,sad,disgust,6,2,False
1205,happy,happy,4,4,True
1206,disgust,disgust,2,2,True
1207,disgust,disgust,2,2,True
1208,angry,angry,0,0,True
1209,sad,sad,6,6,True
1210,disgust,disgust,2,2,True
1211,angry,angry,0,0,True
1212,happy,happy,4,4,True
1213,sad,sad,6,6,True
1214,sad,sad,6,6,True
1215,neutral,neutral,5,5,True
1216,happy,happy,4,4,True
1217,happy,happy,4,4,True
1218,angry,angry,0,0,True
1219,disgust,disgust,2,2,True
1220,angry,angry,0,0,True
1221,neutral,neutral,5,5,True
1222,disgust,neutral,2,5,False
1223,angry,angry,0,0,True
1224,fearful,fearful,3,3,True
1225,fearful,fearful,3,3,True
1226,disgust,disgust,2,2,True
1227,fearful,fearful,3,3,True
1228,angry,angry,0,0,True
1229,disgust,sad,2,6,False
1230,disgust,disgust,2,2,True
1231,fearful,fearful,3,3,True
1232,angry,angry,0,0,True
1233,angry,happy,0,4,False
1234,disgust,disgust,2,2,True
1235,disgust,disgust,2,2,True
1236,happy,happy,4,4,True
1237,surprised,surprised,7,7,True
1238,happy,happy,4,4,True
1239,fearful,fearful,3,3,True
1240,angry,angry,0,0,True
1241,disgust,disgust,2,2,True
1242,angry,angry,0,0,True
1243,happy,happy,4,4,True
1244,disgust,sad,2,6,False
1245,sad,sad,6,6,True
1246,fearful,fearful,3,3,True
1247,disgust,disgust,2,2,True
1248,happy,happy,4,4,True
1249,surprised,surprised,7,7,True
1250,sad,sad,6,6,True
1251,disgust,disgust,2,2,True
1252,angry,angry,0,0,True
1253,happy,happy,4,4,True
1254,happy,happy,4,4,True
1255,angry,angry,0,0,True
1256,sad,sad,6,6,True
1257,disgust,happy,2,4,False
1258,disgust,sad,2,6,False
1259,neutral,neutral,5,5,True
1260,disgust,disgust,2,2,True
1261,neutral,neutral,5,5,True
1262,sad,fearful,6,3,False
1263,disgust,disgust,2,2,True
1264,calm,calm,1,1,True
1265,disgust,disgust,2,2,True
1266,fearful,fearful,3,3,True
1267,happy,disgust,4,2,False
1268,happy,happy,4,4,True
1269,disgust,disgust,2,2,True
1270,disgust,disgust,2,2,True
1271,sad,sad,6,6,True
1272,disgust,disgust,2,2,True
1273,sad,sad,6,6,True
1274,happy,happy,4,4,True
1275,angry,angry,0,0,True
1276,neutral,neutral,5,5,True
1277,disgust,neutral,2,5,False
1278,disgust,disgust,2,2,True
1279,disgust,disgust,2,2,True
1280,angry,angry,0,0,True
1281,fearful,fearful,3,3,True
1282,disgust,disgust,2,2,True
1283,angry,happy,0,4,False
1284,angry,angry,0,0,True
1285,sad,sad,6,6,True
1286,sad,sad,6,6,True
1287,happy,happy,4,4,True
1288,angry,angry,0,0,True
1289,surprised,surprised,7,7,True
1290,angry,angry,0,0,True
1291,sad,disgust,6,2,False
1292,happy,happy,4,4,True
1293,happy,happy,4,4,True
1294,disgust,happy,2,4,False
1295,angry,angry,0,0,True
1296,neutral,neutral,5,5,True
1297,sad,sad,6,6,True
1298,sad,sad,6,6,True
1299,angry,angry,0,0,True
1300,surprised,surprised,7,7,True
1301,calm,calm,1,1,True
1302,neutral,neutral,5,5,True
1303,happy,happy,4,4,True
1304,happy,happy,4,4,True
1305,angry,angry,0,0,True
1306,disgust,disgust,2,2,True
1307,happy,happy,4,4,True
1308,happy,happy,4,4,True
1309,calm,calm,1,1,True
1310,surprised,fearful,7,3,False
1311,happy,happy,4,4,True
1312,sad,sad,6,6,True
1313,angry,angry,0,0,True
1314,angry,angry,0,0,True
1315,angry,angry,0,0,True
1316,fearful,happy,3,4,False
1317,sad,fearful,6,3,False
1318,disgust,angry,2,0,False
1319,neutral,disgust,5,2,False
1320,happy,happy,4,4,True
1321,disgust,fearful,2,3,False
1322,disgust,disgust,2,2,True
1323,angry,angry,0,0,True
1324,sad,sad,6,6,True
1325,disgust,disgust,2,2,True
1326,disgust,disgust,2,2,True
1327,fearful,disgust,3,2,False
1328,disgust,fearful,2,3,False
1329,fearful,fearful,3,3,True
1330,disgust,disgust,2,2,True
1331,sad,fearful,6,3,False
1332,angry,angry,0,0,True
1333,sad,sad,6,6,True
1334,fearful,fearful,3,3,True
1335,sad,sad,6,6,True
1336,angry,angry,0,0,True
1337,surprised,surprised,7,7,True
1338,disgust,disgust,2,2,True
1339,neutral,sad,5,6,False
1340,sad,sad,6,6,True
1341,angry,angry,0,0,True
1342,angry,angry,0,0,True
1343,disgust,disgust,2,2,True
1344,happy,happy,4,4,True
1345,fearful,fearful,3,3,True
1346,neutral,neutral,5,5,True
1347,neutral,neutral,5,5,True
1348,sad,sad,6,6,True
1349,disgust,disgust,2,2,True
1350,neutral,neutral,5,5,True
1351,sad,fearful,6,3,False
1352,angry,angry,0,0,True
1353,angry,angry,0,0,True
1354,disgust,disgust,2,2,True
1355,neutral,neutral,5,5,True
1356,neutral,neutral,5,5,True
1357,fearful,fearful,3,3,True
1358,angry,angry,0,0,True
1359,angry,angry,0,0,True
1360,fearful,fearful,3,3,True
1361,happy,happy,4,4,True
1362,sad,sad,6,6,True
1363,happy,happy,4,4,True
1364,fearful,disgust,3,2,False
1365,neutral,neutral,5,5,True
1366,sad,fearful,6,3,False
1367,neutral,calm,5,1,False
1368,disgust,disgust,2,2,True
1369,neutral,neutral,5,5,True
1370,sad,sad,6,6,True
1371,angry,angry,0,0,True
1372,neutral,neutral,5,5,True
1373,disgust,disgust,2,2,True
1374,angry,happy,0,4,False
1375,fearful,fearful,3,3,True
1376,disgust,neutral,2,5,False
1377,fearful,fearful,3,3,True
1378,sad,sad,6,6,True
1379,sad,sad,6,6,True
1380,neutral,neutral,5,5,True
1381,fearful,disgust,3,2,False
1382,angry,angry,0,0,True
1383,disgust,disgust,2,2,True
1384,happy,happy,4,4,True
1385,sad,fearful,6,3,False
1386,sad,sad,6,6,True
1387,disgust,disgust,2,2,True
1388,angry,angry,0,0,True
1389,happy,happy,4,4,True
1390,happy,surprised,4,7,False
1391,happy,happy,4,4,True
1392,fearful,fearful,3,3,True
1393,angry,angry,0,0,True
1394,disgust,angry,2,0,False
1395,happy,happy,4,4,True
1396,surprised,surprised,7,7,True
1397,surprised,surprised,7,7,True
1398,sad,sad,6,6,True
1399,angry,angry,0,0,True
1400,sad,sad,6,6,True
1401,happy,happy,4,4,True
1402,angry,angry,0,0,True
1403,neutral,neutral,5,5,True
1404,disgust,disgust,2,2,True
1405,angry,angry,0,0,True
1406,neutral,neutral,5,5,True
1407,neutral,happy,5,4,False
1408,neutral,neutral,5,5,True
1409,disgust,fearful,2,3,False
1410,angry,neutral,0,5,False
1411,happy,happy,4,4,True
1412,fearful,fearful,3,3,True
1413,surprised,surprised,7,7,True
1414,angry,angry,0,0,True
1415,angry,disgust,0,2,False
1416,disgust,disgust,2,2,True
1417,surprised,surprised,7,7,True
1418,neutral,neutral,5,5,True
1419,happy,happy,4,4,True
1420,happy,happy,4,4,True
1421,surprised,surprised,7,7,True
1422,fearful,fearful,3,3,True
1423,disgust,disgust,2,2,True
1424,disgust,disgust,2,2,True
1425,surprised,surprised,7,7,True
1426,happy,happy,4,4,True
1427,disgust,disgust,2,2,True
1428,happy,happy,4,4,True
1429,happy,happy,4,4,True
1430,happy,happy,4,4,True
1431,fearful,fearful,3,3,True
1432,fearful,fearful,3,3,True
1433,sad,sad,6,6,True
1434,angry,angry,0,0,True
1435,angry,angry,0,0,True
1436,sad,sad,6,6,True
1437,angry,angry,0,0,True
1438,disgust,disgust,2,2,True
1439,fearful,fearful,3,3,True
1440,happy,happy,4,4,True
1441,disgust,fearful,2,3,False
1442,disgust,happy,2,4,False
1443,fearful,fearful,3,3,True
1444,angry,angry,0,0,True
1445,neutral,neutral,5,5,True
1446,sad,sad,6,6,True
1447,happy,happy,4,4,True
1448,fearful,fearful,3,3,True
1449,sad,disgust,6,2,False
1450,happy,happy,4,4,True
1451,neutral,sad,5,6,False
1452,neutral,sad,5,6,False
1453,neutral,neutral,5,5,True
1454,fearful,fearful,3,3,True
1455,disgust,disgust,2,2,True
1456,disgust,disgust,2,2,True
1457,happy,happy,4,4,True
1458,surprised,surprised,7,7,True
1459,neutral,neutral,5,5,True
1460,neutral,neutral,5,5,True
1461,disgust,fearful,2,3,False
1462,sad,sad,6,6,True
1463,sad,sad,6,6,True
1464,disgust,disgust,2,2,True
1465,sad,sad,6,6,True
1466,sad,sad,6,6,True
1467,neutral,sad,5,6,False
1468,angry,angry,0,0,True
1469,fearful,surprised,3,7,False
1470,disgust,disgust,2,2,True
1471,fearful,fearful,3,3,True
1472,angry,angry,0,0,True
1473,neutral,neutral,5,5,True
1474,sad,sad,6,6,True
1475,happy,happy,4,4,True
1476,angry,angry,0,0,True
1477,disgust,disgust,2,2,True
1478,happy,happy,4,4,True
1479,neutral,happy,5,4,False
1480,disgust,sad,2,6,False
1481,surprised,surprised,7,7,True
1482,neutral,neutral,5,5,True
1483,neutral,neutral,5,5,True
1484,fearful,fearful,3,3,True
1485,fearful,fearful,3,3,True
1486,disgust,disgust,2,2,True
1487,disgust,surprised,2,7,False
1488,neutral,neutral,5,5,True
1489,surprised,surprised,7,7,True
1490,angry,angry,0,0,True
1491,happy,happy,4,4,True
1492,neutral,neutral,5,5,True
1493,sad,sad,6,6,True
1494,disgust,disgust,2,2,True
1495,surprised,surprised,7,7,True
1496,surprised,surprised,7,7,True
1497,surprised,surprised,7,7,True
1498,sad,sad,6,6,True
1499,disgust,disgust,2,2,True
1500,disgust,disgust,2,2,True
1501,neutral,neutral,5,5,True
1502,disgust,disgust,2,2,True
1503,angry,angry,0,0,True
1504,angry,angry,0,0,True
1505,angry,angry,0,0,True
1506,neutral,neutral,5,5,True
1507,fearful,disgust,3,2,False
1508,disgust,disgust,2,2,True
1509,happy,happy,4,4,True
1510,neutral,happy,5,4,False
1511,fearful,fearful,3,3,True
1512,calm,neutral,1,5,False
1513,fearful,sad,3,6,False
1514,disgust,disgust,2,2,True
1515,angry,angry,0,0,True
1516,happy,happy,4,4,True
1517,angry,angry,0,0,True
1518,neutral,neutral,5,5,True
1519,neutral,neutral,5,5,True
1520,neutral,neutral,5,5,True
1521,neutral,neutral,5,5,True
1522,neutral,neutral,5,5,True
1523,sad,sad,6,6,True
1524,sad,sad,6,6,True
1525,neutral,neutral,5,5,True
1526,disgust,disgust,2,2,True
1527,happy,happy,4,4,True
1528,disgust,disgust,2,2,True
1529,disgust,sad,2,6,False
1530,fearful,fearful,3,3,True
1531,disgust,disgust,2,2,True
1532,happy,happy,4,4,True
1533,surprised,surprised,7,7,True
1534,angry,angry,0,0,True
1535,disgust,disgust,2,2,True
1536,angry,angry,0,0,True
1537,neutral,neutral,5,5,True
1538,surprised,surprised,7,7,True
1539,angry,angry,0,0,True
1540,disgust,disgust,2,2,True
1541,disgust,disgust,2,2,True
1542,angry,angry,0,0,True
1543,fearful,happy,3,4,False
1544,sad,sad,6,6,True
1545,fearful,fearful,3,3,True
1546,disgust,disgust,2,2,True
1547,neutral,neutral,5,5,True
1548,happy,happy,4,4,True
1549,fearful,fearful,3,3,True
1550,happy,happy,4,4,True
1551,angry,angry,0,0,True
1552,neutral,neutral,5,5,True
1553,sad,sad,6,6,True
1554,disgust,fearful,2,3,False
1555,angry,angry,0,0,True
1556,angry,angry,0,0,True
1557,angry,angry,0,0,True
1558,fearful,fearful,3,3,True
1559,neutral,neutral,5,5,True
1560,disgust,disgust,2,2,True
1561,happy,happy,4,4,True
1562,happy,happy,4,4,True
1563,surprised,surprised,7,7,True
1564,happy,happy,4,4,True
1565,happy,happy,4,4,True
1566,disgust,disgust,2,2,True
1567,happy,happy,4,4,True
1568,happy,happy,4,4,True
1569,sad,disgust,6,2,False
1570,fearful,fearful,3,3,True
1571,fearful,angry,3,0,False
1572,surprised,surprised,7,7,True
1573,fearful,fearful,3,3,True
1574,surprised,surprised,7,7,True
1575,happy,happy,4,4,True
1576,sad,sad,6,6,True
1577,disgust,disgust,2,2,True
1578,fearful,fearful,3,3,True
1579,fearful,fearful,3,3,True
1580,happy,happy,4,4,True
1581,disgust,disgust,2,2,True
1582,sad,sad,6,6,True
1583,angry,angry,0,0,True
1584,happy,happy,4,4,True
1585,fearful,fearful,3,3,True
1586,disgust,disgust,2,2,True
1587,disgust,disgust,2,2,True
1588,fearful,fearful,3,3,True
1589,angry,happy,0,4,False
1590,fearful,fearful,3,3,True
1591,neutral,neutral,5,5,True
1592,disgust,disgust,2,2,True
1593,happy,happy,4,4,True
1594,disgust,disgust,2,2,True
1595,neutral,neutral,5,5,True
1596,angry,disgust,0,2,False
1597,happy,happy,4,4,True
1598,surprised,surprised,7,7,True
1599,fearful,fearful,3,3,True
1600,fearful,fearful,3,3,True
1601,neutral,neutral,5,5,True
1602,surprised,surprised,7,7,True
1603,neutral,neutral,5,5,True
1604,surprised,surprised,7,7,True
1605,happy,happy,4,4,True
1606,neutral,neutral,5,5,True
1607,neutral,neutral,5,5,True
1608,surprised,surprised,7,7,True
1609,sad,sad,6,6,True
1610,neutral,neutral,5,5,True
1611,angry,angry,0,0,True
1612,disgust,disgust,2,2,True
1613,happy,happy,4,4,True
1614,fearful,fearful,3,3,True
1615,happy,happy,4,4,True
1616,sad,sad,6,6,True
1617,sad,sad,6,6,True
1618,disgust,sad,2,6,False
1619,surprised,surprised,7,7,True
1620,neutral,neutral,5,5,True
1621,disgust,sad,2,6,False
1622,disgust,disgust,2,2,True
1623,fearful,fearful,3,3,True
1624,disgust,disgust,2,2,True
1625,surprised,surprised,7,7,True
1626,fearful,fearful,3,3,True
1627,fearful,fearful,3,3,True
1628,fearful,disgust,3,2,False
1629,neutral,neutral,5,5,True
1630,sad,sad,6,6,True
1631,disgust,fearful,2,3,False
1632,surprised,surprised,7,7,True
1633,disgust,sad,2,6,False
1634,sad,sad,6,6,True
1635,happy,happy,4,4,True
1636,sad,sad,6,6,True
1637,sad,sad,6,6,True
1638,happy,happy,4,4,True
1639,sad,disgust,6,2,False
1640,angry,angry,0,0,True
1641,happy,happy,4,4,True
1642,happy,happy,4,4,True
1643,angry,neutral,0,5,False
1644,neutral,neutral,5,5,True
1645,sad,sad,6,6,True
1646,happy,disgust,4,2,False
1647,happy,happy,4,4,True
1648,disgust,disgust,2,2,True
1649,angry,angry,0,0,True
1650,neutral,neutral,5,5,True
1651,neutral,sad,5,6,False
1652,angry,angry,0,0,True
1653,disgust,fearful,2,3,False
1654,neutral,neutral,5,5,True
1655,disgust,angry,2,0,False
1656,sad,sad,6,6,True
1657,angry,angry,0,0,True
1658,angry,angry,0,0,True
1659,disgust,disgust,2,2,True
1660,disgust,disgust,2,2,True
1661,neutral,neutral,5,5,True
1662,fearful,fearful,3,3,True
1663,fearful,sad,3,6,False
1664,disgust,disgust,2,2,True
1665,disgust,disgust,2,2,True
1666,disgust,happy,2,4,False
1667,angry,angry,0,0,True
1668,fearful,fearful,3,3,True
1669,disgust,angry,2,0,False
1670,calm,calm,1,1,True
1671,fearful,fearful,3,3,True
1672,sad,sad,6,6,True
1673,angry,angry,0,0,True
1674,sad,sad,6,6,True
1675,angry,angry,0,0,True
1676,fearful,fearful,3,3,True
1677,disgust,disgust,2,2,True
1678,sad,disgust,6,2,False
1679,sad,sad,6,6,True
1680,happy,happy,4,4,True
1681,disgust,disgust,2,2,True
1682,fearful,fearful,3,3,True
1683,surprised,surprised,7,7,True
1684,disgust,neutral,2,5,False
1685,angry,angry,0,0,True
1686,calm,calm,1,1,True
1687,angry,angry,0,0,True
1688,happy,happy,4,4,True
1689,neutral,neutral,5,5,True
1690,disgust,happy,2,4,False
1691,sad,sad,6,6,True
1692,surprised,surprised,7,7,True
1693,angry,angry,0,0,True
1694,disgust,disgust,2,2,True
1695,neutral,neutral,5,5,True
1696,fearful,happy,3,4,False
1697,surprised,surprised,7,7,True
1698,disgust,sad,2,6,False
1699,neutral,neutral,5,5,True
1700,fearful,happy,3,4,False
1701,disgust,happy,2,4,False
1702,happy,happy,4,4,True
1703,angry,angry,0,0,True
1704,happy,happy,4,4,True
1705,angry,angry,0,0,True
1706,happy,happy,4,4,True
1707,sad,fearful,6,3,False
1708,angry,angry,0,0,True
1709,angry,angry,0,0,True
1710,disgust,happy,2,4,False
1711,disgust,disgust,2,2,True
1712,happy,happy,4,4,True
1713,sad,sad,6,6,True
1714,neutral,neutral,5,5,True
1715,happy,happy,4,4,True
1716,fearful,fearful,3,3,True
1717,fearful,neutral,3,5,False
1718,fearful,fearful,3,3,True
1719,happy,fearful,4,3,False
1720,neutral,neutral,5,5,True
1721,surprised,surprised,7,7,True
1722,sad,fearful,6,3,False
1723,sad,disgust,6,2,False
1724,neutral,neutral,5,5,True
1725,angry,angry,0,0,True
1726,sad,fearful,6,3,False
1727,happy,happy,4,4,True
1728,neutral,neutral,5,5,True
1729,sad,sad,6,6,True
1730,neutral,neutral,5,5,True
1731,neutral,neutral,5,5,True
1732,neutral,neutral,5,5,True
1733,neutral,neutral,5,5,True
1734,fearful,fearful,3,3,True
1735,happy,fearful,4,3,False
1736,angry,angry,0,0,True
1737,neutral,neutral,5,5,True
1738,surprised,surprised,7,7,True
1739,angry,angry,0,0,True
1740,fearful,fearful,3,3,True
1741,fearful,sad,3,6,False
1742,happy,happy,4,4,True
1743,neutral,neutral,5,5,True
1744,angry,angry,0,0,True
1745,happy,happy,4,4,True
1746,happy,happy,4,4,True
1747,calm,calm,1,1,True
1748,disgust,disgust,2,2,True
1749,sad,sad,6,6,True
1750,happy,happy,4,4,True
1751,neutral,neutral,5,5,True
1752,sad,neutral,6,5,False
1753,angry,angry,0,0,True
1754,fearful,fearful,3,3,True
1755,angry,angry,0,0,True
1756,fearful,fearful,3,3,True
1757,angry,angry,0,0,True
1758,neutral,neutral,5,5,True
1759,disgust,fearful,2,3,False
1760,sad,sad,6,6,True
1761,surprised,surprised,7,7,True
1762,angry,angry,0,0,True
1763,disgust,disgust,2,2,True
1764,surprised,surprised,7,7,True
1765,sad,sad,6,6,True
1766,neutral,neutral,5,5,True
1767,angry,happy,0,4,False
1768,disgust,disgust,2,2,True
1769,disgust,fearful,2,3,False
1770,disgust,disgust,2,2,True
1771,angry,angry,0,0,True
1772,fearful,fearful,3,3,True
1773,neutral,neutral,5,5,True
1774,happy,happy,4,4,True
1775,surprised,surprised,7,7,True
1776,sad,sad,6,6,True
1777,happy,happy,4,4,True
1778,surprised,surprised,7,7,True
1779,surprised,angry,7,0,False
1780,neutral,neutral,5,5,True
1781,sad,sad,6,6,True
1782,angry,disgust,0,2,False
1783,fearful,fearful,3,3,True
1784,neutral,neutral,5,5,True
1785,fearful,happy,3,4,False
1786,happy,happy,4,4,True
1787,neutral,neutral,5,5,True
1788,fearful,fearful,3,3,True
1789,fearful,happy,3,4,False
1790,disgust,disgust,2,2,True
1791,calm,calm,1,1,True
1792,neutral,neutral,5,5,True
1793,sad,sad,6,6,True
1794,fearful,fearful,3,3,True
1795,disgust,disgust,2,2,True
1796,angry,angry,0,0,True
1797,sad,sad,6,6,True
1798,disgust,disgust,2,2,True
1799,fearful,happy,3,4,False
1800,calm,calm,1,1,True
1801,neutral,neutral,5,5,True
